,CITY,STABBR,SAT_AVG,INSTNM,ADM_RATE,MTHCMP1,TUITIONFEE_IN
1451,Baltimore,MD,,Baltimore Studio of Hair Design,,15.0,
1452,Baltimore,MD,,Baltimore City Community College,,,3074.0
1453,Baltimore,MD,999.0,University of Baltimore,0.8099,,8824.0
1454,Bowie,MD,950.0,Bowie State University,0.36,,8064.0
1455,Laurel,MD,1062.0,Capitol Technology University,0.7473,,24788.0
1456,North East,MD,,Cecil College,,,4005.0
1457,La Plata,MD,,College of Southern Maryland,,,3690.0
1458,Wye Mills,MD,,Chesapeake College,,,3818.0
1459,Takoma Park,MD,957.0,Washington Adventist University,0.6139,,23400.0
1460,Baltimore,MD,930.0,Coppin State University,0.3651,,7474.0
1461,Salisbury,MD,,Delmarva Beauty Academy,,13.0,
1462,Baltimore,MD,,North American Trade Schools,,10.0,
1463,Frederick,MD,,Frederick Community College,,,3520.0
1464,Frostburg,MD,1017.0,Frostburg State University,0.7229,,8914.0
1465,McHenry,MD,,Garrett College,,,3948.0
1466,Baltimore,MD,,Goucher College,0.7884,,43440.0
1467,Hagerstown,MD,,Purdue University Global-Hagerstown,,,14263.0
1468,Hagerstown,MD,,Hagerstown Community College,,,3616.0
1469,Bel Air,MD,,Harford Community College,,,3643.0
1470,Frederick,MD,,Hood College,0.8113,,37960.0
1471,Columbia,MD,,Howard Community College,,,3888.0
1472,Bel Air,MD,,Aveda Institute-Maryland,,11.0,
1473,Baltimore,MD,1524.0,Johns Hopkins University,0.1254,,52170.0
1474,Columbia,MD,,Lincoln College of Technology-Columbia,,13.0,
1475,Baltimore,MD,,Loyola University Maryland,0.7528,,47560.0
1476,Adelphi,MD,,University of Maryland-University College,,,7296.0
1477,Baltimore,MD,,University of Maryland Baltimore,,,
1478,Baltimore,MD,1255.0,University of Maryland-Baltimore County,0.6021,,11518.0
1479,College Park,MD,1396.0,University of Maryland-College Park,0.445,,10399.0
1480,Baltimore,MD,1203.0,Maryland Institute College of Art,0.6161,,46990.0
1481,Princess Anne,MD,950.0,University of Maryland Eastern Shore,0.3901,,8042.0
1482,Towson,MD,,Fortis Institute-Towson,,10.0,
1483,Silver Spring,MD,,Montgomery Beauty School,,13.0,
1484,Rockville,MD,,Montgomery College,,,4974.0
1485,Baltimore,MD,977.0,Morgan State University,0.6372,,7766.0
1486,Emmitsburg,MD,1085.0,Mount St. Mary's University,0.6423,,40550.0
1487,Baltimore,MD,,Ner Israel Rabbinical College,0.6418,,11900.0
1488,New Carrollton,MD,,Hair Academy Inc-New Carrollton,,15.0,
1489,Baltimore,MD,993.0,Notre Dame of Maryland University,0.7140000000000001,,36070.0
1490,Largo,MD,,Prince George's Community College,,,3770.0
1491,Baltimore,MD,,Brightwood College-Baltimore,,9.0,
1492,Timonium,MD,,Robert Paul Academy of Cosmetology Arts & Sciences,,13.0,
1493,Baltimore,MD,,Maryland Beauty Academy of Essex,,15.0,
1494,Salisbury,MD,,Salisbury University,0.6502,,9582.0
1495,St. Mary's City,MD,1190.0,St. Mary's College of Maryland,0.8242,,14496.0
1496,Annapolis,MD,1365.0,St. John's College,0.5445,,51795.0
1497,Beltsville,MD,,Brightwood College-Beltsville,,9.0,
1498,Towson,MD,1136.0,Towson University,0.773,,9694.0
1499,Laurel,MD,,Maryland University of Integrative Health,,,
1500,Annapolis,MD,1260.0,United States Naval Academy,0.0844,,
1501,Stevenson,MD,1097.0,Stevenson University,0.6087,,35490.0
1502,Chestertown,MD,,Washington College,0.4762,,44820.0
1503,Westminster,MD,1161.0,McDaniel College,0.85,,41800.0
1504,Salisbury,MD,,Wor-Wic Community College,,,3000.0
1505,Cambridge,MA,,Hult International Business School,0.5494,,38850.0
1506,Boston,MA,,New England College of Business and Finance,,,12040.0
1507,Springfield,MA,997.0,American International College,0.7183,,34470.0
1508,Amherst,MA,1497.0,Amherst College,0.129,,54310.0
1509,Lexington,MA,,Andover Newton Theological School,,,
1510,Paxton,MA,,Anna Maria College,0.7918,,37130.0
1511,Marlborough,MA,,Assabet Valley Regional Technical School,0.2632,10.0,
1512,Worcester,MA,,Assumption College,0.7899,,39598.0
1513,Babson Park,MA,1347.0,Babson College,0.2418,,49664.0
1514,Worcester,MA,,Bancroft School of Massage Therapy,0.5714,9.0,
1515,Boston,MA,970.0,Boston Baptist College,0.7308,,12600.0
1516,Longmeadow,MA,1086.0,Bay Path University,0.6286,,33557.0
1517,Boston,MA,,Bay State College,0.4419,,22320.0
1518,Canton,MA,,Bay State School of Technology,,11.0,
1519,Worcester,MA,1078.0,Becker College,0.6941,,38250.0
1520,Waltham,MA,1319.0,Bentley University,0.4415,,48000.0
1521,Boston,MA,,Berklee College of Music,0.5252,,42750.0
1522,Pittsfield,MA,,Berkshire Community College,,,5212.0
1523,Boston,MA,,Empire Beauty School-Boston,,7.0,
1524,Boston,MA,,Boston Architectural College,,,21174.0
1525,Brookline,MA,,Boston Graduate School of Psychoanalysis Inc,,,
1526,Chestnut Hill,MA,1434.0,Boston College,0.3241,,53346.0
1527,Boston,MA,1401.0,Boston University,0.2511,,52082.0
1528,Waltham,MA,1403.0,Brandeis University,0.3422,,53537.0
1529,Bridgewater,MA,1070.0,Bridgewater State University,0.8036,,10012.0
1530,Fall River,MA,,Bristol Community College,,,4656.0
1531,Brockton,MA,,Signature Healthcare Brockton Hospital School of Nursing,0.75,17.0,
1532,Boston,MA,,Bunker Hill Community College,,,4224.0
1533,Boston,MA,,Cambridge College,,,14940.0
1534,West Barnstable,MA,,Cape Cod Community College,,,4536.0
1535,Woburn,MA,,Catherine Hinds Institute of Esthetics,,10.0,
1536,Milton,MA,,Laboure College,0.7843,,36103.0
1537,Worcester,MA,,Clark University,0.5627,,44400.0
1538,Northampton,MA,,Conway School of Landscape Design,,,
1539,Milton,MA,1018.0,Curry College,0.9005,,38936.0
1540,Somerville,MA,,Lincoln Technical Institute-Somerville,,10.0,
1541,Franklin,MA,1002.0,Dean College,0.8607,,38090.0
1542,Fall River,MA,,Diman Regional Technical Institute,1.0,10.0,
1543,Concord,MA,,National Aviation Academy of New England,,14.0,
1544,Quincy,MA,1049.0,Eastern Nazarene College,0.6776,,31780.0
1545,Boston,MA,1299.0,Emerson College,0.4606,,44832.0
1546,Boston,MA,1183.0,Emmanuel College,0.7299,,38844.0
1547,Beverly,MA,,Endicott College,0.8140000000000001,,32154.0
1548,Fall River,MA,,Rob Roy Academy-Fall River,,9.0,
1549,Boston,MA,,Fisher College,0.6583,,30499.0
1550,Fitchburg,MA,1056.0,Fitchburg State University,0.8004,,10155.0
1551,Framingham,MA,1043.0,Framingham State University,0.6811,,9920.0
1552,Boston,MA,,Benjamin Franklin Institute of Technology,,,17450.0
1553,Wenham,MA,1189.0,Gordon College,0.8889,,36740.0
1554,South Hamilton,MA,,Gordon-Conwell Theological Seminary,,,
1555,Greenfield,MA,,Greenfield Community College,,,5450.0
1556,Amherst,MA,,Hampshire College,0.6282,,51608.0
1557,Cambridge,MA,1523.0,Harvard University,0.0516,,48949.0
1558,Newton Centre,MA,,Hebrew College,,,
1559,Brookline,MA,1142.0,Hellenic College-Holy Cross Greek Orthodox School of Theology,1.0,,22490.0
1560,Worcester,MA,,College of the Holy Cross,0.396,,50630.0
1561,Holyoke,MA,,Holyoke Community College,,,4662.0
1562,Newton,MA,1069.0,Lasell College,0.8072,,34600.0
1563,Medford,MA,,Lawrence Memorial Hospital School of Nursing,,,27655.0
1564,Cambridge,MA,1123.0,Lesley University,0.7261,,26675.0
1565,Cambridge,MA,,Longy School of Music of Bard College,0.9333,,40780.0
1566,Lowell,MA,,Lowell Academy Hairstyling Institute,,8.0,
1567,Lowell,MA,1227.0,University of Massachusetts-Lowell,0.6883,,14800.0
1568,Springfield,MA,,Mansfield Beauty Schools-Springfield,,11.0,
1569,Quincy,MA,,Mansfield Beauty Schools-Quincy,,9.0,
1570,Amherst,MA,1288.0,University of Massachusetts-Amherst,0.5758,,15411.0
1571,Boston,MA,1134.0,University of Massachusetts-Boston,0.7515,,13828.0
1572,Wellesley Hills,MA,,Massachusetts Bay Community College,,,5088.0
1573,Boston,MA,1169.0,MCPHS University,0.8386,,32590.0
1574,Boston,MA,,Massachusetts College of Art and Design,0.7066,,12700.0
1575,Cambridge,MA,1532.0,Massachusetts Institute of Technology,0.0717,,49892.0
1576,Buzzards Bay,MA,1122.0,Massachusetts Maritime Academy,0.8317,,8398.0
1577,Worcester,MA,,University of Massachusetts Medical School Worcester,,,
1578,Newton,MA,,William James College,,,
1579,Quincy,MA,,Massachusetts School of Barbering,,9.0,
1580,Brockton,MA,,Massasoit Community College,,,4680.0
1581,North Andover,MA,,Merrimack College,0.8154,,40190.0
1582,Boston,MA,,MGH Institute of Health Professions,,,
1583,Bedford,MA,,Middlesex Community College,,,4802.0
1584,Beverly,MA,,Montserrat College of Art,,,32000.0
1585,South Hadley,MA,1393.0,Mount Holyoke College,0.5084,,47940.0
1586,Newton,MA,,Mount Ida College,0.7488,,35720.0
1587,Gardner,MA,,Mount Wachusett Community College,,,5428.0
1588,New Bedford,MA,,Rob Roy Academy-New Bedford,,9.0,
1589,Boston,MA,,The New England Conservatory of Music,0.3281,,46930.0
1590,Boston,MA,,New England College of Optometry,,,
1591,Boston,MA,,New England Law-Boston,,,
1592,Waltham,MA,,New England School of Photography,0.7377,,24200.0
1593,Brookline,MA,,Newbury College,0.7541,,34470.0
1594,Dudley,MA,,Nichols College,0.925,,34000.0
1595,North Adams,MA,1085.0,Massachusetts College of Liberal Arts,0.7663,,10135.0
1596,Boston,MA,,North Bennet Street School,,18.0,
1597,Danvers,MA,,North Shore Community College,,,4944.0
1598,Boston,MA,1482.0,Northeastern University,0.2744,,49497.0
1599,Haverhill,MA,,Northern Essex Community College,,,4992.0
1600,Chicopee,MA,1033.0,College of Our Lady of the Elms,0.7949,,34578.0
1601,Chestnut Hill,MA,,Pine Manor College,0.5119,,30860.0
1602,Weston,MA,,Pope St John XXIII National Seminary,,,
1603,Quincy,MA,,Quincy College,,,6306.0
1604,Worcester,MA,,Quinsigamond Community College,,,5538.0
1605,Weston,MA,,Regis College,0.8163,,39820.0
1606,Roxbury Crossing,MA,,Roxbury Community College,,,4424.0
1607,Brighton,MA,,Saint John's Seminary,,,
1608,Salem,MA,1066.0,Salem State University,0.8191,,10278.0
1609,West Boylston,MA,,Salter College-West Boylston,,11.0,
1610,Boston,MA,1227.0,Simmons University,0.6044,,39600.0
1611,Great Barrington,MA,,Bard College at Simon's Rock,0.6609,,53418.0
1612,Northampton,MA,,Smith College,0.3187,,50044.0
1613,South Easton,MA,,Southeastern Technical Institute,0.3882,10.0,
1614,Springfield,MA,1148.0,Springfield College,0.6989,,36535.0
1615,Springfield,MA,,Springfield Technical Community College,,,6066.0
1616,North Dartmouth,MA,1097.0,University of Massachusetts-Dartmouth,0.8427,,13571.0
1617,Easton,MA,,Stonehill College,0.7212,,41300.0
1618,Boston,MA,1102.0,Suffolk University,0.8355,,37270.0
1619,Taunton,MA,,Rob Roy Academy-Taunton,,9.0,
1620,Medford,MA,1482.0,Tufts University,0.1491,,54318.0
1621,Wellesley,MA,1448.0,Wellesley College,0.2208,,51148.0
1622,Boston,MA,1181.0,Wentworth Institute of Technology,0.9187,,34977.0
1623,Springfield,MA,1096.0,Western New England University,0.8071,,35740.0
1624,Westfield,MA,1064.0,Westfield State University,0.8525,,9715.0
1625,Norton,MA,1270.0,Wheaton College,0.4789,,50850.0
1626,Boston,MA,879.0,Wheelock College,0.7726,,36350.0
1627,Williamstown,MA,1493.0,Williams College,0.1458,,53550.0
1628,Worcester,MA,,Worcester Polytechnic Institute,0.4849,,48628.0
1629,Worcester,MA,,Worcester State University,0.7633,,9532.0
1630,Adrian,MI,1070.0,Adrian College,0.5973,,36010.0
1631,Albion,MI,1123.0,Albion College,0.706,,43050.0
1632,Hillsdale,MI,,Hillsdale Beauty College,,14.0,
1633,Southfield,MI,,Northwestern Technological Institute,,11.0,
1634,Alma,MI,1140.0,Alma College,0.64,,38768.0
1635,Alpena,MI,,Alpena Community College,,,4410.0
1636,Berrien Springs,MI,1203.0,Andrews University,0.5766,,28436.0
1637,Grand Rapids,MI,1143.0,Aquinas College,0.7451,,31244.0
1638,Flint,MI,,Baker College,,,9360.0
1639,Escanaba,MI,,Bay de Noc Community College,,,4638.0
1640,Bay City,MI,,Bayshire Academy of Beauty Craft Inc,,14.0,
1641,Cadillac,MI,,Cadillac Institute of Cosmetology,,14.0,
1642,Grand Rapids,MI,1243.0,Calvin College,0.8348,,33100.0
1643,Grand Rapids,MI,,Calvin Theological Seminary,,,
1644,Troy,MI,,Carnegie Institute,,,13290.0
1645,Farmington Hills,MI,,Michigan School of Psychology,,,
1646,Mount Pleasant,MI,1125.0,Central Michigan University,0.6775,,12510.0
1647,Flint,MI,,Mott Community College,,,3996.0
1648,Grand Rapids,MI,,Empire Beauty School-Michigan,,11.0,
1649,Howell,MI,1017.0,Cleary University,0.4774,,19700.0
1650,Ann Arbor,MI,1085.0,Concordia University-Ann Arbor,0.4569,,28420.0
1651,Bloomfield Hills,MI,,Cranbrook Academy of Art,,,
1652,Detroit,MI,1149.0,College for Creative Studies,0.4899,,42460.0
1653,Grand Rapids,MI,,Davenport University,0.8192,,17558.0
1654,Royal Oak,MI,,David Pressley School of Cosmetology,,13.0,
1655,University Center,MI,,Delta College,,,3800.0
1656,Riverview,MI,,Detroit Business Institute-Downriver,,12.0,
1657,East Lansing,MI,,Michigan State University-College of Law,,,
1658,Canton,MI,,MIAT College of Technology,0.9862,,15917.0
1659,Detroit,MI,1163.0,University of Detroit Mercy,0.6471,,41158.0
1660,Madison Heights,MI,,Dorsey Business Schools-Madison Heights,,,20472.0
1661,Southgate,MI,,Dorsey Business Schools-Southgate,,,20472.0
1662,Ypsilanti,MI,1046.0,Eastern Michigan University,0.4474,,12019.0
1663,Flint,MI,,Creative Hair School of Cosmetology,,13.0,
1664,Big Rapids,MI,1069.0,Ferris State University,0.7416,,11628.0
1665,Flint,MI,,Flint Institute of Barbering Inc,0.7895,13.0,
1666,Centreville,MI,,Glen Oaks Community College,,,3384.0
1667,Flint,MI,1270.0,Kettering University,0.7033,,42490.0
1668,Ironwood,MI,,Gogebic Community College,,,4739.0
1669,Wyoming,MI,,Grace Christian University,0.6411,,11569.0
1670,Grand Rapids,MI,1069.0,Cornerstone University,0.6737,,27520.0
1671,Grand Rapids,MI,,Grand Rapids Community College,,,3487.0
1672,Allendale,MI,1150.0,Grand Valley State University,0.809,,11994.0
1673,Lansing,MI,,Great Lakes Christian College,,,15550.0
1674,Dearborn,MI,,Henry Ford College,,,3014.0
1675,Hillsdale,MI,1381.0,Hillsdale College,0.4149,,26742.0
1676,Holland,MI,1240.0,Hope College,0.7363,,32780.0
1677,Jackson,MI,,Jackson College,,,5984.0
1678,Kalamazoo,MI,1306.0,Kalamazoo College,0.7338,,46840.0
1679,Kalamazoo,MI,,Kalamazoo Valley Community College,,,3381.0
1680,Battle Creek,MI,,Kellogg Community College,,,3928.0
1681,Roscommon,MI,,Kirtland Community College,,,4020.0
1682,Monroe,MI,,Michigan College of Beauty-Monroe,,14.0,
1683,Benton Harbor,MI,,Lake Michigan College,,,4440.0
1684,Sault Ste Marie,MI,1148.0,Lake Superior State University,0.5816,,11427.0
1685,Lansing,MI,,Lansing Community College,,,3470.0
1686,Southfield,MI,1163.0,Lawrence Technological University,0.5964,,32190.0
1687,Mount Pleasant,MI,,M J Murphy Beauty College of Mount Pleasant,,13.0,
1688,Warren,MI,,Macomb Community College,,,3375.0
1689,Livonia,MI,1053.0,Madonna University,0.7433,,20700.0
1690,Detroit,MI,1021.0,Marygrove College,0.4098,,22750.0
1691,Rochester Hills,MI,997.0,Rochester College,1.0,,22312.0
1692,Ann Arbor,MI,1436.0,University of Michigan-Ann Arbor,0.265,,14826.0
1693,Detroit,MI,,Michigan Barber School Inc,,15.0,
1694,East Lansing,MI,1220.0,Michigan State University,0.7155,,14460.0
1695,Houghton,MI,1277.0,Michigan Technological University,0.7449,,15074.0
1696,Dearborn,MI,1187.0,University of Michigan-Dearborn,0.6428,,12472.0
1697,Flint,MI,1092.0,University of Michigan-Flint,0.6512,,10842.0
1698,Harrison,MI,,Mid Michigan College,,,4597.0
1699,Monroe,MI,,Monroe County Community College,,,3890.0
1700,Sidney,MI,,Montcalm Community College,,,4530.0
1701,Warren,MI,,Mr Bela's School of Cosmetology Inc,,13.0,
1702,Muskegon,MI,,Muskegon Community College,,,5550.0
1703,Southfield,MI,,Altierus Career Education-Southfield,,11.0,
1704,Petoskey,MI,,North Central Michigan College,,,3952.0
1705,Marquette,MI,1082.0,Northern Michigan University,0.7437,,10240.0
1706,Traverse City,MI,,Northwestern Michigan College,,,4106.0
1707,Midland,MI,1095.0,Northwood University,0.6927,,26080.0
1708,Bloomfield Hills,MI,,Oakland Community College,,,2360.0
1709,Rochester Hills,MI,1141.0,Oakland University,0.8441,,11970.0
1710,Olivet,MI,,Olivet College,0.7007,,26695.0
1711,Waterford,MI,,Port Huron Cosmetology College,,13.0,
1712,Grand Rapids,MI,1092.0,Kuyper College,0.6614,,21090.0
1713,Lansing,MI,,Ross Medical Education Center-Lansing,,8.0,
1714,Madison Heights,MI,,Ross Medical Education Center-Madison Heights,,8.0,
1715,Flint,MI,,Ross Medical Education Center-Flint,,8.0,
1716,Detroit,MI,,Sacred Heart Major Seminary,0.875,,19325.0
1717,University Center,MI,1101.0,Saginaw Valley State University,0.7384,,9819.0
1718,Livonia,MI,,Schoolcraft College,,,3668.0
1719,Adrian,MI,,Siena Heights University,0.6712,,25932.0
1720,Port Huron,MI,,St Clair County Community College,,,4328.0
1721,Dowagiac,MI,,Southwestern Michigan College,,,5025.0
1722,Southfield,MI,,Specs Howard School of Media Arts,,12.0,
1723,Spring Arbor,MI,1118.0,Spring Arbor University,0.6702,,27750.0
1724,Plainwell,MI,,Michigan Career and Technical Institute,,,7160.0
1725,Hancock,MI,966.0,Finlandia University,0.3564,,22758.0
1726,Lansing,MI,,Western Michigan University-Thomas M. Cooley Law School,,,
1727,Saint Joseph,MI,,Twin City Beauty College,,13.0,
1728,Troy,MI,,Walsh College,,,
1729,Ann Arbor,MI,,Washtenaw Community College,,,2448.0
1730,Detroit,MI,,Wayne County Community College District,,,2838.0
1731,Detroit,MI,1134.0,Wayne State University,0.6741,,12729.0
1732,Scottville,MI,,West Shore Community College,,,2930.0
1733,Kentwood,MI,,Paul Mitchell the School-Grand Rapids,,12.0,
1734,Kalamazoo,MI,1103.0,Western Michigan University,0.8232,,11943.0
1735,Holland,MI,,Western Theological Seminary,,,
1736,Battle Creek,MI,,Wright Beauty Academy,,12.0,
1737,Bloomington,MN,,Academy College,,,17661.0
1738,Alexandria,MN,,Alexandria Technical & Community College,,,5410.0
1739,Minneapolis,MN,,American Indian OIC Inc,,9.0,
1740,Anoka,MN,,Anoka Technical College,,,5584.0
1741,Coon Rapids,MN,,Anoka-Ramsey Community College,,,5059.0
1742,Minneapolis,MN,1085.0,Augsburg University,0.6458,,37615.0
1743,Austin,MN,,Riverland Community College,,,5570.0
1744,Bemidji,MN,,Northwest Technical College,,,5480.0
1745,Bemidji,MN,1105.0,Bemidji State University,0.662,,8677.0
1746,Mankato,MN,1126.0,Bethany Lutheran College,0.7912,,26830.0
1747,Saint Paul,MN,1181.0,Bethel University,0.835,,36210.0
1748,Saint Paul,MN,,Bethel Seminary-St Paul,,,
1749,Brainerd,MN,,Central Lakes College-Brainerd,,,5494.0
1750,Northfield,MN,1469.0,Carleton College,0.212,,52782.0
1751,Moorhead,MN,1213.0,Concordia College at Moorhead,0.616,,38378.0
1752,Saint Paul,MN,,Concordia University-Saint Paul,0.5487,,21750.0
1753,Rosemount,MN,,Dakota County Technical College,,,5713.0
1754,New Ulm,MN,1194.0,Martin Luther College,0.7061,,14680.0
1755,Duluth,MN,,Lake Superior College,,,5153.0
1756,Duluth,MN,,Cosmetology Careers Unlimited College of Hair Skin and Nails,,12.0,
1757,Duluth,MN,,Duluth Business University,,,18975.0
1758,Fergus Falls,MN,,Minnesota State Community and Technical College,,,5335.0
1759,Granite Falls,MN,,Minnesota West Community and Technical College,,,5692.0
1760,Saint Peter,MN,,Gustavus Adolphus College,0.6783,,44080.0
1761,Saint Paul,MN,1145.0,Hamline University,0.6911,,40332.0
1762,Center City,MN,,Hazelden Betty Ford Graduate School of Addiction Studies,,,
1763,Brooklyn Park,MN,,Hennepin Technical College,,,5198.0
1764,Hibbing,MN,,Hibbing Community College,,,5310.0
1765,Minneapolis,MN,,Aveda Institute-Minneapolis,,12.0,
1766,Inver Grove Heights,MN,,Inver Hills Community College,,,5332.0
1767,Grand Rapids,MN,,Itasca Community College,,,5325.0
1768,Saint Paul,MN,,Luther Seminary,,,
1769,Saint Paul,MN,1405.0,Macalester College,0.4058,,52464.0
1770,North Mankato,MN,,South Central College,,,5417.0
