e"date_time"e"albany,ny_maxtempC"e"albany,ny_mintempC"ealbany,ny_totalSnow_cmealbany,ny_sunHoure"albany,ny_uvIndex"e"albany,ny_uvIndex.1"ealbany,ny_moon_illuminatione"albany,ny_moonrise"e"albany,ny_moonset"e"albany,ny_sunrise"e"albany,ny_sunset"e"albany,ny_DewPointC"e"albany,ny_FeelsLikeC"e"albany,ny_HeatIndexC"ealbany,ny_WindChillCealbany,ny_WindGustKmphe"albany,ny_cloudcover"ealbany,ny_humiditye"albany,ny_precipMM"e"albany,ny_pressure"e"albany,ny_tempC"ealbany,ny_visibilitye"albany,ny_winddirDegree"e"albany,ny_windspeedKmph"
0e2018-12-11 00:00:00e-2e-8e0.0e8.7e2e0e21e10:31 AMe08:22 PMe07:15 AMe04:21 PMe-10e-5e-5e-5e2e9e67e0.0e1023e-5e10e309e1
1e2018-12-11 03:00:00e-2e-8e0.0e8.7e2e0e21e10:31 AMe08:22 PMe07:15 AMe04:21 PMe-11e-6e-6e-6e4e18e68e0.0e1023e-6e10e173e2
2e2018-12-11 06:00:00e-2e-8e0.0e8.7e2e0e21e10:31 AMe08:22 PMe07:15 AMe04:21 PMe-12e-7e-7e-7e2e14e68e0.0e1023e-8e10e168e1
3e2018-12-11 09:00:00e-2e-8e0.0e8.7e2e2e21e10:31 AMe08:22 PMe07:15 AMe04:21 PMe-11e-3e-3e-3e3e8e55e0.0e1021e-4e10e207e3
4e2018-12-11 12:00:00e-2e-8e0.0e8.7e2e2e21e10:31 AMe08:22 PMe07:15 AMe04:21 PMe-10e-2e-1e-2e4e3e50e0.0e1017e-2e10e189e3
5e2018-12-11 15:00:00e-2e-8e0.0e8.7e2e2e21e10:31 AMe08:22 PMe07:15 AMe04:21 PMe-9e-2e-2e-2e1e3e58e0.0e1016e-3e10e79e1
6e2018-12-11 18:00:00e-2e-8e0.0e8.7e2e0e21e10:31 AMe08:22 PMe07:15 AMe04:21 PMe-10e-4e-4e-4e2e94e62e0.0e1016e-4e10e354e1
7e2018-12-11 21:00:00e-2e-8e0.0e8.7e2e0e21e10:31 AMe08:22 PMe07:15 AMe04:21 PMe-8e-4e-4e-4e3e66e70e0.0e1016e-4e10e220e2
8e2018-12-12 00:00:00e0e-5e0.1e6.9e1e0e29e11:07 AMe09:20 PMe07:16 AMe04:21 PMe-6e-6e-4e-6e7e81e83e0.0e1015e-4e10e294e4
9e2018-12-12 03:00:00e0e-5e0.1e6.9e1e0e29e11:07 AMe09:20 PMe07:16 AMe04:21 PMe-6e-7e-3e-7e12e63e83e0.1e1016e-3e7e299e8
10e2018-12-12 06:00:00e0e-5e0.1e6.9e1e0e29e11:07 AMe09:20 PMe07:16 AMe04:21 PMe-7e-7e-4e-7e13e49e82e0.0e1018e-4e10e296e8
11e2018-12-12 09:00:00e0e-5e0.1e6.9e1e1e29e11:07 AMe09:20 PMe07:16 AMe04:21 PMe-8e-6e-2e-6e17e77e62e0.0e1020e-2e10e331e13
12e2018-12-12 12:00:00e0e-5e0.1e6.9e1e2e29e11:07 AMe09:20 PMe07:16 AMe04:21 PMe-8e-3e0e-3e11e28e55e0.0e1020e0e10e331e9
13e2018-12-12 15:00:00e0e-5e0.1e6.9e1e2e29e11:07 AMe09:20 PMe07:16 AMe04:21 PMe-8e-4e-2e-4e8e6e64e0.0e1022e-2e10e11e5
14e2018-12-12 18:00:00e0e-5e0.1e6.9e1e0e29e11:07 AMe09:20 PMe07:16 AMe04:21 PMe-11e-8e-4e-8e13e86e59e0.0e1025e-4e10e44e9
15e2018-12-12 21:00:00e0e-5e0.1e6.9e1e0e29e11:07 AMe09:20 PMe07:16 AMe04:21 PMe-13e-8e-5e-8e9e73e52e0.0e1026e-5e10e40e6
16e2018-12-13 00:00:00e-3e-7e0.2e3.4e2e0e36e11:38 AMe10:19 PMe07:17 AMe04:21 PMe-17e-7e-6e-7e4e16e42e0.0e1028e-6e10e60e3
17e2018-12-13 03:00:00e-3e-7e0.2e3.4e2e0e36e11:38 AMe10:19 PMe07:17 AMe04:21 PMe-17e-8e-5e-8e8e62e41e0.0e1029e-5e10e101e5
18e2018-12-13 06:00:00e-3e-7e0.2e3.4e2e0e36e11:38 AMe10:19 PMe07:17 AMe04:21 PMe-18e-10e-7e-10e8e49e42e0.0e1031e-7e10e131e6
19e2018-12-13 09:00:00e-3e-7e0.2e3.4e2e1e36e11:38 AMe10:19 PMe07:17 AMe04:21 PMe-14e-7e-4e-7e9e62e46e0.1e1031e-4e10e129e7
20e2018-12-13 12:00:00e-3e-7e0.2e3.4e2e1e36e11:38 AMe10:19 PMe07:17 AMe04:21 PMe-9e-7e-4e-7e9e100e70e0.0e1032e-4e10e148e7
21e2018-12-13 15:00:00e-3e-7e0.2e3.4e2e1e36e11:38 AMe10:19 PMe07:17 AMe04:21 PMe-7e-6e-3e-6e11e92e75e0.2e1032e-3e5e141e8
22e2018-12-13 18:00:00e-3e-7e0.2e3.4e2e0e36e11:38 AMe10:19 PMe07:17 AMe04:21 PMe-7e-6e-4e-6e7e82e82e0.0e1034e-4e10e120e4
23e2018-12-13 21:00:00e-3e-7e0.2e3.4e2e0e36e11:38 AMe10:19 PMe07:17 AMe04:21 PMe-6e-5e-3e-5e6e88e82e0.0e1034e-3e10e134e4
24e2018-12-14 00:00:00e4e-3e0.0e3.4e1e0e43e12:06 PMe11:18 PMe07:18 AMe04:22 PMe-5e-6e-3e-6e12e95e85e0.0e1033e-3e10e154e7
25e2018-12-14 03:00:00e4e-3e0.0e3.4e1e0e43e12:06 PMe11:18 PMe07:18 AMe04:22 PMe-4e-4e-3e-4e9e75e90e0.0e1032e-3e10e146e5
26e2018-12-14 06:00:00e4e-3e0.0e3.4e1e0e43e12:06 PMe11:18 PMe07:18 AMe04:22 PMe-3e-6e-2e-6e16e60e94e0.0e1032e-2e10e161e8
27e2018-12-14 09:00:00e4e-3e0.0e3.4e1e1e43e12:06 PMe11:18 PMe07:18 AMe04:22 PMe0e-1e2e-1e19e76e85e0.0e1031e2e10e173e13
28e2018-12-14 12:00:00e4e-3e0.0e3.4e1e1e43e12:06 PMe11:18 PMe07:18 AMe04:22 PMe1e0e4e0e25e100e83e0.0e1028e4e10e179e16
29e2018-12-14 15:00:00e4e-3e0.0e3.4e1e1e43e12:06 PMe11:18 PMe07:18 AMe04:22 PMe2e0e3e0e21e71e91e0.0e1026e3e10e167e12
30e2018-12-14 18:00:00e4e-3e0.0e3.4e1e0e43e12:06 PMe11:18 PMe07:18 AMe04:22 PMe2e0e3e0e24e57e94e0.0e1025e3e10e175e12
31e2018-12-14 21:00:00e4e-3e0.0e3.4e1e0e43e12:06 PMe11:18 PMe07:18 AMe04:22 PMe2e1e3e1e18e56e95e0.0e1024e3e2e190e9
32e2018-12-15 00:00:00e6e0e0.0e6.9e2e0e51e12:32 PMe"No moonset"e07:18 AMe04:22 PMe2e1e3e1e18e37e93e0.0e1022e3e10e189e9
33e2018-12-15 03:00:00e6e0e0.0e6.9e2e0e51e12:32 PMe"No moonset"e07:18 AMe04:22 PMe1e1e2e1e11e18e92e0.0e1022e2e10e204e5
34e2018-12-15 06:00:00e6e0e0.0e6.9e2e0e51e12:32 PMe"No moonset"e07:18 AMe04:22 PMe1e3e3e3e5e37e93e0.0e1023e2e10e141e2
35e2018-12-15 09:00:00e6e0e0.0e6.9e2e2e51e12:32 PMe"No moonset"e07:18 AMe04:22 PMe3e5e5e5e3e22e89e0.0e1023e5e10e310e2
36e2018-12-15 12:00:00e6e0e0.0e6.9e2e2e51e12:32 PMe"No moonset"e07:18 AMe04:22 PMe3e6e6e6e5e100e85e0.0e1022e6e10e340e3
37e2018-12-15 15:00:00e6e0e0.0e6.9e2e2e51e12:32 PMe"No moonset"e07:18 AMe04:22 PMe2e1e3e1e12e12e92e0.0e1023e3e10e3e6
38e2018-12-15 18:00:00e6e0e0.0e6.9e2e0e51e12:32 PMe"No moonset"e07:18 AMe04:22 PMe1e0e2e0e16e12e92e0.0e1023e2e10e21e8
39e2018-12-15 21:00:00e6e0e0.0e6.9e2e0e51e12:32 PMe"No moonset"e07:18 AMe04:22 PMe-1e-2e0e-2e13e3e93e0.0e1024e0e10e24e6
40e2018-12-16 00:00:00e0e-2e0.0e3.4e2e0e58e12:59 PMe12:18 AMe07:19 AMe04:22 PMe-2e-3e-1e-3e13e3e91e0.0e1023e-1e10e36e6
41e2018-12-16 03:00:00e0e-2e0.0e3.4e2e0e58e12:59 PMe12:18 AMe07:19 AMe04:22 PMe-3e-4e-2e-4e12e11e90e0.0e1022e-2e10e43e6
42e2018-12-16 06:00:00e0e-2e0.0e3.4e2e0e58e12:59 PMe12:18 AMe07:19 AMe04:22 PMe-3e-2e-1e-2e7e87e85e0.0e1022e-1e10e24e4
43e2018-12-16 09:00:00e0e-2e0.0e3.4e2e1e58e12:59 PMe12:18 AMe07:19 AMe04:22 PMe-2e-2e0e-2e9e95e85e0.9e1020e0e9e36e6
44e2018-12-16 12:00:00e0e-2e0.0e3.4e2e1e58e12:59 PMe12:18 AMe07:19 AMe04:22 PMe-1e-2e1e-2e9e100e90e0.0e1017e0e10e11e6
45e2018-12-16 15:00:00e0e-2e0.0e3.4e2e1e58e12:59 PMe12:18 AMe07:19 AMe04:22 PMe0e-2e0e-2e11e100e94e3.4e1015e0e6e10e7
46e2018-12-16 18:00:00e0e-2e0.0e3.4e2e0e58e12:59 PMe12:18 AMe07:19 AMe04:22 PMe-1e-4e0e-4e18e100e95e0.0e1014e0e2e4e12
47e2018-12-16 21:00:00e0e-2e0.0e3.4e2e0e58e12:59 PMe12:18 AMe07:19 AMe04:22 PMe0e-2e0e-2e11e100e97e7.8e1012e0e6e14e7
48e2018-12-17 00:00:00e2e-2e0.3e5.2e1e0e65e01:25 PMe01:20 AMe07:20 AMe04:23 PMe-1e-2e0e-2e12e100e95e0.0e1010e0e2e349e8
49e2018-12-17 03:00:00e2e-2e0.3e5.2e1e0e65e01:25 PMe01:20 AMe07:20 AMe04:23 PMe-1e0e0e0e5e100e96e0.5e1009e0e9e317e3
50e2018-12-17 06:00:00e2e-2e0.3e5.2e1e0e65e01:25 PMe01:20 AMe07:20 AMe04:23 PMe-2e-3e-2e-3e7e86e95e0.0e1008e-2e2e249e4
51e2018-12-17 09:00:00e2e-2e0.3e5.2e1e1e65e01:25 PMe01:20 AMe07:20 AMe04:23 PMe1e-1e1e-1e12e56e95e0.0e1005e1e2e278e9
52e2018-12-17 12:00:00e2e-2e0.3e5.2e1e1e65e01:25 PMe01:20 AMe07:20 AMe04:23 PMe1e-2e2e-2e22e80e90e0.0e1004e2e10e269e15
53e2018-12-17 15:00:00e2e-2e0.3e5.2e1e1e65e01:25 PMe01:20 AMe07:20 AMe04:23 PMe-2e-4e1e-4e28e85e80e0.2e1004e1e7e295e18
54e2018-12-17 18:00:00e2e-2e0.3e5.2e1e0e65e01:25 PMe01:20 AMe07:20 AMe04:23 PMe-3e-4e-1e-4e17e71e86e0.0e1006e-1e10e292e9
55e2018-12-17 21:00:00e2e-2e0.3e5.2e1e0e65e01:25 PMe01:20 AMe07:20 AMe04:23 PMe-6e-8e-2e-8e33e100e75e0.1e1007e-2e5e309e22
56e2018-12-18 00:00:00e-5e-9e0.0e8.7e1e0e72e01:54 PMe02:24 AMe07:20 AMe04:23 PMe-9e-12e-5e-12e29e100e74e0.0e1010e-5e10e313e20
57e2018-12-18 03:00:00e-5e-9e0.0e8.7e1e0e72e01:54 PMe02:24 AMe07:20 AMe04:23 PMe-11e-14e-7e-14e35e95e69e0.1e1013e-7e10e315e23
58e2018-12-18 06:00:00e-5e-9e0.0e8.7e1e0e72e01:54 PMe02:24 AMe07:20 AMe04:23 PMe-12e-16e-9e-16e28e54e73e0.0e1016e-9e10e316e18
59e2018-12-18 09:00:00e-5e-9e0.0e8.7e1e2e72e01:54 PMe02:24 AMe07:20 AMe04:23 PMe-12e-15e-7e-15e31e5e65e0.0e1018e-7e10e321e24
60e2018-12-18 12:00:00e-5e-9e0.0e8.7e1e2e72e01:54 PMe02:24 AMe07:20 AMe04:23 PMe-11e-11e-5e-11e22e3e64e0.0e1018e-5e10e311e18
61e2018-12-18 15:00:00e-5e-9e0.0e8.7e1e2e72e01:54 PMe02:24 AMe07:20 AMe04:23 PMe-10e-12e-6e-12e23e2e71e0.0e1020e-6e10e304e15
62e2018-12-18 18:00:00e-5e-9e0.0e8.7e1e0e72e01:54 PMe02:24 AMe07:20 AMe04:23 PMe-11e-13e-8e-13e18e16e76e0.0e1022e-7e10e305e11
63e2018-12-18 21:00:00e-5e-9e0.0e8.7e1e0e72e01:54 PMe02:24 AMe07:20 AMe04:23 PMe-12e-13e-8e-13e16e3e77e0.0e1022e-8e10e291e9
64e2018-12-19 00:00:00e0e-9e0.0e6.9e2e0e80e02:25 PMe03:31 AMe07:21 AMe04:23 PMe-11e-11e-9e-11e8e6e84e0.0e1021e-9e10e315e5
65e2018-12-19 03:00:00e0e-9e0.0e6.9e2e0e80e02:25 PMe03:31 AMe07:21 AMe04:23 PMe-10e-10e-9e-10e6e6e86e0.0e1021e-9e10e277e3
66e2018-12-19 06:00:00e0e-9e0.0e6.9e2e0e80e02:25 PMe03:31 AMe07:21 AMe04:23 PMe-10e-8e-8e-8e5e8e89e0.0e1022e-9e10e154e3
67e2018-12-19 09:00:00e0e-9e0.0e6.9e2e2e80e02:25 PMe03:31 AMe07:21 AMe04:23 PMe-8e-4e-4e-4e3e32e73e0.0e1020e-4e10e206e3
68e2018-12-19 12:00:00e0e-9e0.0e6.9e2e1e80e02:25 PMe03:31 AMe07:21 AMe04:23 PMe-6e-1e0e-1e5e92e61e0.0e1018e0e10e176e4
69e2018-12-19 15:00:00e0e-9e0.0e6.9e2e2e80e02:25 PMe03:31 AMe07:21 AMe04:23 PMe-6e-3e-2e-3e10e6e72e0.0e1018e-2e10e143e5
70e2018-12-19 18:00:00e0e-9e0.0e6.9e2e0e80e02:25 PMe03:31 AMe07:21 AMe04:23 PMe-7e-5e-2e-5e15e6e68e0.0e1019e-2e10e165e7
71e2018-12-19 21:00:00e0e-9e0.0e6.9e2e0e80e02:25 PMe03:31 AMe07:21 AMe04:23 PMe-7e-4e-3e-4e8e10e71e0.0e1019e-3e10e158e4
72e2018-12-20 00:00:00e5e-3e0.0e8.7e2e0e87e03:02 PMe04:39 AMe07:22 AMe04:24 PMe-7e-4e-2e-4e9e4e73e0.0e1019e-3e10e159e4
